task,perm,orbit_size,n_cycles,best_gates,best_count,space,parts
0,0 1 2 3 4 5 6 7,1,0,0,1,1,1
1,0 1 2 3 4 5 7 6,12,1,1,1,1,1
2,0 1 2 3 4 6 5 7,12,1,3,4,4,1
3,0 1 2 3 4 6 7 5,48,1,2,3,9,1
4,0 1 2 3 5 4 7 6,12,2,2,2,2,1
5,0 1 2 3 5 6 7 4,24,1,3,8,40,1
6,0 1 2 3 5 7 4 6,12,1,3,4,4,1
7,0 1 2 3 7 6 5 4,6,2,4,8,32,1
8,0 1 2 4 3 5 6 7,4,1,5,36,36,1
9,0 1 2 4 3 5 7 6,24,2,6,72,72,1
10,0 1 2 4 3 6 5 7,24,2,6,24,288,1
11,0 1 2 4 3 6 7 5,48,2,7,240,648,1
12,0 1 2 4 5 3 6 7,24,1,4,12,184,1
13,0 1 2 4 5 3 7 6,48,2,5,24,368,1
14,0 1 2 4 5 6 3 7,48,1,5,15,880,1
15,0 1 2 4 5 6 7 3,48,1,4,7,472,1
16,0 1 2 4 5 7 3 6,48,1,4,2,472,1
17,0 1 2 4 5 7 6 3,48,1,3,4,109,1
18,0 1 2 4 7 3 5 6,48,1,6,15,4096,1
19,0 1 2 4 7 3 6 5,48,1,5,11,880,1
20,0 1 2 4 7 5 6 3,24,1,4,12,184,1
21,0 1 2 4 7 6 5 3,24,2,5,16,1472,1
22,0 1 2 5 3 4 7 6,48,2,5,24,368,1
23,0 1 2 5 3 6 4 7,48,1,5,15,880,1
24,0 1 2 5 3 6 7 4,48,1,6,15,4096,1
25,0 1 2 5 3 7 4 6,48,1,4,2,472,1
26,0 1 2 5 4 3 7 6,24,2,4,8,8,1
27,0 1 2 5 4 6 3 7,16,1,4,3,48,1
28,0 1 2 5 4 6 7 3,48,1,3,2,40,1
29,0 1 2 5 6 3 4 7,48,2,4,8,8,1
30,0 1 2 5 6 3 7 4,48,2,5,26,72,1
31,0 1 2 5 6 4 3 7,48,1,5,10,40,1
32,0 1 2 5 6 4 7 3,48,1,4,4,17,1
33,0 1 2 5 6 7 3 4,48,1,4,2,176,1
34,0 1 2 5 6 7 4 3,48,2,3,6,18,1
35,0 1 2 5 7 3 4 6,48,2,5,26,72,1
36,0 1 2 5 7 3 6 4,24,2,4,2,32,1
37,0 1 2 5 7 4 3 6,48,1,4,2,176,1
38,0 1 2 5 7 4 6 3,24,1,3,4,40,1
39,0 1 2 5 7 6 3 4,48,2,5,4,384,1
40,0 1 2 5 7 6 4 3,48,1,4,5,176,1
41,0 1 2 7 3 4 5 6,48,1,4,7,472,1
42,0 1 2 7 3 6 5 4,24,2,5,16,1472,1
43,0 1 2 7 5 3 4 6,48,1,4,4,17,1
44,0 1 2 7 5 3 6 4,24,1,3,4,40,1
45,0 1 2 7 5 4 3 6,48,2,3,6,18,1
46,0 1 2 7 5 4 6 3,24,2,2,2,2,1
47,0 1 2 7 5 6 3 4,48,1,4,5,176,1
48,0 1 2 7 5 6 4 3,48,2,3,6,18,1
49,0 1 3 2 5 4 6 7,6,2,2,2,2,1
50,0 1 3 2 5 4 7 6,12,3,3,6,6,1
51,0 1 3 2 5 6 4 7,48,2,3,6,18,1
52,0 1 3 2 5 6 7 4,48,2,4,16,80,1
53,0 1 3 2 5 7 4 6,48,2,4,8,8,1
54,0 1 3 2 5 7 6 4,48,2,3,6,18,1
55,0 1 3 2 6 7 4 5,24,3,3,6,6,1
56,0 1 3 2 6 7 5 4,24,2,4,16,80,1
57,0 1 3 2 7 6 4 5,24,2,4,16,80,1
58,0 1 3 2 7 6 5 4,24,3,5,16,96,1
59,0 1 3 4 2 6 5 7,48,2,5,6,1472,1
60,0 1 3 4 2 6 7 5,48,2,6,78,3312,1
61,0 1 3 4 2 7 5 6,48,2,6,78,3312,1
62,0 1 3 4 2 7 6 5,48,2,5,24,368,1
63,0 1 3 4 5 2 6 7,12,1,5,32,2664,1
64,0 1 3 4 5 2 7 6,24,2,6,64,5328,1
65,0 1 3 4 5 6 2 7,48,1,4,4,472,1
66,0 1 3 4 5 6 7 2,48,1,5,6,2032,1
67,0 1 3 4 5 7 2 6,48,1,5,7,181,1
68,0 1 3 4 5 7 6 2,48,1,4,4,472,1
69,0 1 3 4 6 2 5 7,48,1,6,30,11952,1
70,0 1 3 4 6 2 7 5,48,1,5,6,5256,1
71,0 1 3 4 6 7 2 5,48,2,4,8,218,1
72,0 1 3 4 6 7 5 2,48,1,5,6,2032,1
73,0 1 3 4 7 2 5 6,48,1,7,38,52992,1
74,0 1 3 4 7 2 6 5,48,1,6,30,11952,1
75,0 1 3 4 7 6 2 5,48,1,5,5,2032,1
76,0 1 3 4 7 6 5 2,48,2,6,11,7040,1
77,0 1 3 5 2 4 6 7,12,1,5,8,40,1
78,0 1 3 5 2 4 7 6,24,2,6,16,80,1
79,0 1 3 5 2 6 4 7,48,1,6,17,176,1
80,0 1 3 5 2 6 7 4,48,1,7,18,768,1
81,0 1 3 5 2 7 4 6,48,1,5,4,72,1
82,0 1 3 5 2 7 6 4,48,1,6,17,176,1
83,0 1 3 5 6 2 4 7,48,2,5,24,368,1
84,0 1 3 5 6 2 7 4,48,2,6,78,3312,1
85,0 1 3 5 6 4 2 7,48,1,4,1,17,1
86,0 1 3 5 6 4 7 2,48,1,5,5,72,1
87,0 1 3 5 6 7 2 4,48,1,5,5,72,1
88,0 1 3 5 6 7 4 2,48,2,4,8,80,1
89,0 1 3 5 7 2 4 6,48,2,6,78,3312,1
90,0 1 3 5 7 2 6 4,48,2,5,6,1472,1
91,0 1 3 5 7 4 2 6,48,1,5,5,72,1
92,0 1 3 5 7 4 6 2,48,1,4,3,176,1
93,0 1 3 5 7 6 2 4,48,2,6,7,320,1
94,0 1 3 5 7 6 4 2,48,1,5,4,768,1
95,0 1 3 6 2 7 4 5,48,2,4,8,80,1
96,0 1 3 6 2 7 5 4,48,1,5,4,768,1
97,0 1 3 6 5 7 2 4,48,2,4,18,162,1
98,0 1 3 6 5 7 4 2,48,1,5,8,72,1
99,0 1 3 6 7 2 4 5,48,1,5,6,2032,1
100,0 1 3 6 7 2 5 4,48,2,6,11,7040,1
101,0 1 3 6 7 4 2 5,24,2,4,18,162,1
102,0 1 3 6 7 4 5 2,24,1,5,8,768,1
103,0 1 3 7 2 6 4 5,48,1,5,5,72,1
104,0 1 3 7 2 6 5 4,48,2,6,7,320,1
105,0 1 3 7 6 2 4 5,48,2,4,8,218,1
106,0 1 3 7 6 2 5 4,48,1,5,5,2032,1
107,0 1 3 7 6 4 2 5,24,1,5,6,6,1
108,0 1 3 7 6 4 5 2,24,2,4,18,162,1
109,0 1 4 5 2 3 6 7,6,2,6,32,32,1
110,0 1 4 5 2 3 7 6,12,3,7,96,96,1
111,0 1 4 5 2 6 3 7,48,2,7,40,384,1
112,0 1 4 5 2 6 7 3,48,2,6,18,320,1
113,0 1 4 5 2 7 3 6,48,2,6,18,320,1
114,0 1 4 5 2 7 6 3,48,2,5,24,72,1
115,0 1 4 5 3 2 6 7,12,1,7,36,11520,1
116,0 1 4 5 3 2 7 6,24,2,8,72,23040,1
117,0 1 4 5 3 6 2 7,48,1,6,7,4096,1
118,0 1 4 5 3 6 7 2,48,1,9,77,18688,1
119,0 1 4 5 3 7 2 6,48,1,5,1,2032,1
120,0 1 4 5 3 7 6 2,48,1,6,7,4096,1
121,0 1 4 5 6 7 2 3,24,2,4,18,162,1
122,0 1 4 5 6 7 3 2,24,1,5,2,768,1
123,0 1 4 5 7 6 2 3,24,1,5,2,768,1
124,0 1 4 5 7 6 3 2,24,2,6,2,4608,1
125,0 1 4 6 2 7 3 5,48,3,5,4,96,1
126,0 1 4 6 2 7 5 3,48,2,6,20,320,1
127,0 1 4 6 3 2 5 7,48,1,8,16,66816,1
128,0 1 4 6 3 2 7 5,48,1,7,17,52992,1
129,0 1 4 6 3 7 2 5,48,2,6,22,1760,1
130,0 1 4 6 3 7 5 2,48,1,7,4,18688,1
131,0 1 4 6 7 2 3 5,48,2,6,6,7040,1
132,0 1 4 6 7 2 5 3,48,1,7,4,18688,1
133,0 1 4 6 7 3 2 5,24,1,7,32,768,1
134,0 1 4 6 7 3 5 2,24,2,6,2,4608,1
135,0 1 4 7 3 2 5 6,48,1,7,17,52992,1
136,0 1 4 7 3 2 6 5,48,1,6,27,11952,1
137,0 1 4 7 3 6 2 5,48,1,5,5,2032,1
138,0 1 4 7 3 6 5 2,48,2,6,6,7040,1
139,0 1 4 7 6 2 3 5,48,1,5,5,2032,1
140,0 1 4 7 6 2 5 3,48,2,6,22,1760,1
141,0 1 4 7 6 3 2 5,24,2,4,18,162,1
142,0 1 4 7 6 3 5 2,24,1,7,32,768,1
143,0 1 5 4 3 2 6 7,6,2,8,144,2592,1
144,0 1 5 4 3 2 7 6,12,3,9,288,7776,1
145,0 1 5 4 3 6 2 7,48,2,7,48,13248,1
146,0 1 5 4 3 6 7 2,48,2,8,36,63360,1
147,0 1 5 4 3 7 2 6,48,2,8,336,7848,1
148,0 1 5 4 3 7 6 2,48,2,7,48,13248,1
149,0 1 5 4 6 7 2 3,24,1,5,10,5256,1
150,0 1 5 4 6 7 3 2,24,2,6,24,67712,1
151,0 1 5 4 7 6 2 3,24,2,6,24,67712,1
152,0 1 5 4 7 6 3 2,24,1,11,184,350208,1
153,0 1 5 6 3 7 2 4,48,1,7,28,52992,1
154,0 1 5 6 3 7 4 2,48,2,6,40,67712,1
155,0 1 5 6 7 2 3 4,24,3,7,6,3456,1
156,0 1 5 6 7 2 4 3,24,2,8,312,2880,1
157,0 1 5 7 6 2 3 4,24,2,8,312,2880,1
158,0 1 5 7 6 2 4 3,24,3,7,216,216,1
159,0 2 1 3 5 4 7 6,24,3,5,24,24,1
160,0 2 1 3 5 6 7 4,48,2,6,64,320,1
161,0 2 1 3 5 7 4 6,24,2,6,32,32,1
162,0 2 1 3 5 7 6 4,48,2,5,24,72,1
163,0 2 1 3 7 5 6 4,6,2,6,32,32,1
164,0 2 1 3 7 6 5 4,12,3,7,64,384,1
165,0 2 1 4 3 5 7 6,48,3,7,48,864,1
166,0 2 1 4 3 6 5 7,12,3,7,4,3456,1
167,0 2 1 4 3 6 7 5,48,3,8,148,7776,1
168,0 2 1 4 5 3 7 6,48,3,6,12,4416,1
169,0 2 1 4 5 6 3 7,48,2,6,3,7040,1
170,0 2 1 4 5 6 7 3,48,2,7,60,3776,1
171,0 2 1 4 5 7 3 6,48,2,7,23,3776,1
172,0 2 1 4 5 7 6 3,48,2,6,35,872,1
173,0 2 1 4 7 3 5 6,48,2,7,4,32768,1
174,0 2 1 4 7 3 6 5,48,2,6,2,7040,1
175,0 2 1 4 7 5 6 3,24,2,7,110,1472,1
176,0 2 1 4 7 6 5 3,24,3,8,130,17664,1
177,0 2 1 5 3 4 7 6,48,3,6,12,4416,1
178,0 2 1 5 3 6 4 7,48,2,6,3,7040,1
179,0 2 1 5 3 6 7 4,48,2,7,4,32768,1
180,0 2 1 5 3 7 4 6,48,2,7,23,3776,1
181,0 2 1 5 3 7 6 4,48,2,6,2,7040,1
182,0 2 1 5 6 3 4 7,24,3,5,4,96,1
183,0 2 1 5 6 3 7 4,48,3,6,12,864,1
184,0 2 1 5 6 4 3 7,48,2,6,2,320,1
185,0 2 1 5 6 4 7 3,48,2,7,34,136,1
186,0 2 1 5 6 7 3 4,48,2,7,21,1408,1
187,0 2 1 5 6 7 4 3,48,3,6,76,216,1
188,0 2 1 5 7 3 4 6,48,3,6,12,864,1
189,0 2 1 5 7 3 6 4,24,3,7,32,384,1
190,0 2 1 5 7 4 3 6,48,2,7,21,1408,1
191,0 2 1 5 7 4 6 3,48,2,6,33,320,1
192,0 2 1 5 7 6 3 4,48,3,8,42,4608,1
193,0 2 1 5 7 6 4 3,48,2,7,43,1408,1
194,0 2 1 7 3 4 5 6,48,2,7,60,3776,1
195,0 2 1 7 3 4 6 5,48,2,6,35,872,1
196,0 2 1 7 3 5 6 4,24,2,7,110,1472,1
197,0 2 1 7 3 6 5 4,24,3,8,130,17664,1
198,0 2 1 7 5 3 4 6,48,2,7,34,136,1
199,0 2 1 7 5 3 6 4,48,2,6,33,320,1
200,0 2 1 7 5 4 3 6,48,3,6,76,216,1
201,0 2 1 7 5 4 6 3,48,3,5,24,24,1
202,0 2 1 7 5 6 3 4,48,2,7,43,1408,1
203,0 2 1 7 5 6 4 3,48,3,6,72,216,1
204,0 2 3 1 5 4 7 6,48,3,4,18,54,1
205,0 2 3 1 5 6 4 7,24,2,4,18,162,1
206,0 2 3 1 5 6 7 4,48,2,5,48,720,1
207,0 2 3 1 5 7 4 6,48,2,5,24,72,1
208,0 2 3 1 5 7 6 4,24,2,4,18,162,1
209,0 2 3 1 6 4 5 7,24,2,4,18,162,1
210,0 2 3 1 6 4 7 5,48,2,5,24,72,1
211,0 2 3 1 6 5 7 4,48,2,4,18,162,1
212,0 2 3 1 6 7 4 5,48,3,4,18,54,1
213,0 2 3 1 6 7 5 4,48,2,5,48,720,1
214,0 2 3 1 7 4 5 6,48,2,5,48,720,1
215,0 2 3 1 7 5 4 6,24,2,4,18,162,1
216,0 2 3 1 7 6 4 5,48,2,5,48,720,1
217,0 2 3 1 7 6 5 4,48,3,6,48,864,1
218,0 2 3 4 1 5 7 6,48,2,6,30,1760,1
219,0 2 3 4 1 6 7 5,48,2,7,93,15840,1
220,0 2 3 4 1 7 5 6,48,2,7,93,15840,1
221,0 2 3 4 1 7 6 5,48,2,6,30,1760,1
222,0 2 3 4 5 1 7 6,48,2,5,8,944,1
223,0 2 3 4 5 6 1 7,48,1,7,24,52992,1
224,0 2 3 4 5 6 7 1,48,1,6,2,8704,1
225,0 2 3 4 5 7 1 6,48,1,6,5,22320,1
226,0 2 3 4 5 7 6 1,48,1,5,5,2032,1
227,0 2 3 4 6 1 5 7,48,1,5,2,2032,1
228,0 2 3 4 6 1 7 5,48,1,6,5,760,1
229,0 2 3 4 6 5 7 1,48,1,5,2,2032,1
230,0 2 3 4 6 7 1 5,48,2,7,60,23904,1
231,0 2 3 4 6 7 5 1,48,1,6,2,8704,1
232,0 2 3 4 7 1 5 6,48,1,6,2,8704,1
233,0 2 3 4 7 1 6 5,48,1,5,1,2032,1
234,0 2 3 4 7 5 1 6,24,1,7,20,52992,1
235,0 2 3 4 7 5 6 1,48,1,6,4,4096,1
236,0 2 3 4 7 6 1 5,48,1,8,23,232704,1
237,0 2 3 4 7 6 5 1,48,2,7,4,32768,1
238,0 2 3 5 1 4 7 6,48,2,5,6,352,1
239,0 2 3 5 1 6 4 7,24,1,5,2,768,1
240,0 2 3 5 1 6 7 4,48,1,6,2,3328,1
241,0 2 3 5 1 7 4 6,48,1,6,2,304,1
242,0 2 3 5 1 7 6 4,48,1,5,1,768,1
243,0 2 3 5 6 1 4 7,24,2,4,8,80,1
244,0 2 3 5 6 1 7 4,48,2,5,24,720,1
245,0 2 3 5 6 4 1 7,48,1,5,3,2032,1
246,0 2 3 5 6 4 7 1,48,1,6,1,304,1
247,0 2 3 5 6 7 1 4,48,1,6,3,8704,1
248,0 2 3 5 6 7 4 1,48,2,5,10,352,1
249,0 2 3 5 7 1 4 6,48,2,5,24,720,1
250,0 2 3 5 7 4 1 6,48,1,6,3,8704,1
251,0 2 3 5 7 4 6 1,48,1,5,2,768,1
252,0 2 3 5 7 6 1 4,48,2,7,7,32768,1
253,0 2 3 5 7 6 4 1,48,1,6,2,3328,1
254,0 2 3 6 1 4 5 7,24,1,7,32,768,1
255,0 2 3 6 1 4 7 5,48,1,6,5,304,1
256,0 2 3 6 1 5 7 4,48,1,7,28,768,1
257,0 2 3 6 1 7 4 5,48,2,7,34,352,1
258,0 2 3 6 1 7 5 4,48,1,8,37,3328,1
259,0 2 3 6 5 1 4 7,48,1,5,2,72,1
260,0 2 3 6 5 1 7 4,48,1,6,7,304,1
261,0 2 3 6 5 4 1 7,48,2,6,22,1760,1
262,0 2 3 6 5 4 7 1,48,2,5,4,352,1
263,0 2 3 6 5 7 1 4,48,2,7,68,15840,1
264,0 2 3 6 5 7 4 1,48,1,6,2,304,1
265,0 2 3 6 7 1 4 5,48,1,6,7,304,1
266,0 2 3 6 7 1 5 4,48,2,7,6,1408,1
267,0 2 3 6 7 4 1 5,48,2,7,68,15840,1
268,0 2 3 6 7 4 5 1,48,1,8,37,3328,1
269,0 2 3 6 7 5 4 1,48,1,5,1,768,1
270,0 2 3 7 1 4 5 6,48,1,6,5,304,1
271,0 2 3 7 1 4 6 5,48,1,5,4,72,1
272,0 2 3 7 1 5 4 6,48,1,5,1,72,1
273,0 2 3 7 1 5 6 4,48,1,6,11,176,1
274,0 2 3 7 1 6 4 5,48,1,6,5,304,1
275,0 2 3 7 1 6 5 4,48,2,7,7,1408,1
276,0 2 3 7 5 1 4 6,48,1,6,6,25,1
277,0 2 3 7 5 1 6 4,24,1,5,4,72,1
278,0 2 3 7 5 4 1 6,48,2,5,4,944,1
279,0 2 3 7 5 4 6 1,48,2,4,4,80,1
280,0 2 3 7 5 6 1 4,48,1,6,2,8704,1
281,0 2 3 7 5 6 4 1,48,2,5,12,720,1
282,0 2 3 7 6 1 4 5,48,2,5,8,34,1
283,0 2 3 7 6 1 5 4,48,1,6,8,304,1
284,0 2 3 7 6 4 1 5,48,1,6,4,760,1
285,0 2 3 7 6 4 5 1,48,2,5,12,720,1
286,0 2 3 7 6 5 4 1,48,2,4,4,80,1
287,0 2 4 1 3 5 7 6,48,2,6,30,1760,1
288,0 2 4 1 3 6 7 5,48,2,7,93,15840,1
289,0 2 4 1 3 7 5 6,48,2,7,93,15840,1
290,0 2 4 1 3 7 6 5,48,2,6,30,1760,1
291,0 2 4 1 5 3 7 6,48,2,7,34,352,1
292,0 2 4 1 5 6 3 7,24,1,5,2,768,1
293,0 2 4 1 5 6 7 3,48,1,6,5,304,1
294,0 2 4 1 5 7 3 6,48,1,6,2,304,1
295,0 2 4 1 5 7 6 3,48,1,5,1,72,1
296,0 2 4 1 7 3 5 6,48,1,8,37,3328,1
297,0 2 4 1 7 5 6 3,48,1,6,11,176,1
298,0 2 4 1 7 6 3 5,48,1,6,2,3328,1
299,0 2 4 1 7 6 5 3,48,2,7,7,1408,1
300,0 2 4 3 1 5 7 6,48,2,5,6,96,1
301,0 2 4 3 1 6 7 5,48,2,6,18,864,1
302,0 2 4 3 1 7 5 6,48,2,6,18,864,1
303,0 2 4 3 5 1 7 6,48,2,6,20,80,1
304,0 2 4 3 5 6 7 1,48,1,7,22,768,1
305,0 2 4 3 5 7 1 6,48,1,7,13,2032,1
306,0 2 4 3 7 1 5 6,48,1,7,21,768,1
307,0 2 4 3 7 5 6 1,12,1,7,32,256,1
308,0 2 4 3 7 6 1 5,48,1,7,6,18688,1
309,0 2 4 3 7 6 5 1,48,2,8,28,2048,1
310,0 2 4 5 1 3 7 6,48,3,8,104,1152,1
311,0 2 4 5 1 6 3 7,8,2,8,18,4608,1
312,0 2 4 5 1 6 7 3,48,2,7,12,3840,1
313,0 2 4 5 3 1 7 6,48,2,7,14,8192,1
314,0 2 4 5 3 6 1 7,24,1,11,176,350208,1
315,0 2 4 5 3 6 7 1,48,1,10,44,83968,1
316,0 2 4 5 3 7 1 6,48,1,8,6,232704,1
317,0 2 4 5 3 7 6 1,48,1,7,6,18688,1
318,0 2 4 5 7 1 3 6,48,1,8,19,3328,1
319,0 2 4 5 7 3 1 6,48,2,7,1,32768,1
320,0 2 4 5 7 6 1 3,48,1,10,44,83968,1
321,0 2 4 5 7 6 3 1,48,2,9,16,24576,1
322,0 2 4 6 1 3 5 7,8,2,8,18,4608,1
323,0 2 4 6 1 3 7 5,48,2,7,12,3840,1
324,0 2 4 6 3 1 5 7,48,1,9,5,18688,1
325,0 2 4 6 3 1 7 5,48,1,8,3,8704,1
326,0 2 4 6 3 5 7 1,48,1,7,3,18688,1
327,0 2 4 6 3 7 1 5,48,2,9,32,133632,1
328,0 2 4 6 3 7 5 1,48,1,10,11,83968,1
329,0 2 4 6 5 1 7 3,48,2,7,62,720,1
330,0 2 4 6 5 3 7 1,48,1,8,1,3328,1
